[Block Diagram].[time];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zz]
+1.915000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.397362e-01;+5.182288e-01;+1.621171e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.379606e-01;-8.514001e-02;+9.867715e-01;-1.312064e+00;-1.318909e+00;+1.012195e+00;-7.738647e-01;+4.775774e-01;+4.159967e-01;-5.251761e-01;-8.509936e-01;+2.746370e-22;+3.540105e-01;-2.184715e-01;+9.093661e-01;-1.188713e+00;-1.395032e+00;+1.088932e+00;-7.738647e-01;+4.775774e-01;+4.159967e-01;+4.327682e-01;+8.782952e-01;-2.032466e-01;-4.624339e-01;+2.274476e-02;-8.863620e-01;-7.370055e-01;-1.673929e+00;+8.455456e-01;-8.970180e-01;+4.419939e-01;+1.667844e-06;+4.327682e-01;+8.782952e-01;-2.032466e-01;-8.983523e-02;-1.823151e-01;-9.791276e-01;-6.473118e-01;-1.718145e+00;+8.455084e-01;-6.737553e-07;+8.009326e-07;-1.000000e+00;+4.419970e-01;+8.970165e-01;+4.206520e-07;+8.970165e-01;-4.419970e-01;-9.583795e-07
+1.916000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.397170e-01;+5.182169e-01;+1.622548e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.380778e-01;-8.521237e-02;+9.867489e-01;-1.311995e+00;-1.318951e+00;+1.012182e+00;-7.736916e-01;+4.774705e-01;+4.164411e-01;-5.251761e-01;-8.509936e-01;+2.748704e-22;+3.543887e-01;-2.187049e-01;+9.091627e-01;-1.188612e+00;-1.395095e+00;+1.088847e+00;-7.736916e-01;+4.774705e-01;+4.164411e-01;+4.327919e-01;+8.783420e-01;-2.029939e-01;-4.627013e-01;+2.317764e-02;-8.862112e-01;-7.370057e-01;-1.673929e+00;+8.452020e-01;-8.970179e-01;+4.419941e-01;-2.926044e-07;+4.327919e-01;+8.783420e-01;-2.029939e-01;-8.972185e-02;-1.820893e-01;-9.791800e-01;-6.473119e-01;-1.718145e+00;+8.451649e-01;+9.908529e-07;-2.542446e-07;-1.000000e+00;+4.419972e-01;+8.970164e-01;+2.098926e-07;+8.970164e-01;-4.419972e-01;+1.001187e-06
+1.917000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.396919e-01;+5.182015e-01;+1.624340e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.382303e-01;-8.530643e-02;+9.867194e-01;-1.311905e+00;-1.319007e+00;+1.012165e+00;-7.734669e-01;+4.773319e-01;+4.170170e-01;-5.251761e-01;-8.509936e-01;+2.751738e-22;+3.548788e-01;-2.190074e-01;+9.088987e-01;-1.188480e+00;-1.395176e+00;+1.088738e+00;-7.734669e-01;+4.773319e-01;+4.170170e-01;+4.328215e-01;+8.784025e-01;-2.026690e-01;-4.630491e-01;+2.373616e-02;-8.860147e-01;-7.370058e-01;-1.673929e+00;+8.447565e-01;-8.970180e-01;+4.419939e-01;-5.177520e-07;+4.328215e-01;+8.784025e-01;-2.026690e-01;-8.957800e-02;-1.817979e-01;-9.792473e-01;-6.473121e-01;-1.718145e+00;+8.447194e-01;+1.281764e-06;-1.706718e-07;-1.000000e+00;+4.419970e-01;+8.970165e-01;+4.134405e-07;+8.970165e-01;-4.419970e-01;+1.225200e-06
+1.918000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.396610e-01;+5.181824e-01;+1.626544e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.384178e-01;-8.542220e-02;+9.866831e-01;-1.311794e+00;-1.319075e+00;+1.012143e+00;-7.731917e-01;+4.771620e-01;+4.177212e-01;-5.251761e-01;-8.509936e-01;+2.755472e-22;+3.554780e-01;-2.193772e-01;+9.085753e-01;-1.188319e+00;-1.395275e+00;+1.088604e+00;-7.731917e-01;+4.771620e-01;+4.177212e-01;+4.328577e-01;+8.784760e-01;-2.022722e-01;-4.634747e-01;+2.441866e-02;-8.857737e-01;-7.370056e-01;-1.673929e+00;+8.442115e-01;-8.970179e-01;+4.419942e-01;+9.129956e-07;+4.328577e-01;+8.784760e-01;-2.022722e-01;-8.940395e-02;-1.814414e-01;-9.793293e-01;-6.473119e-01;-1.718144e+00;+8.441743e-01;+1.004563e-07;+6.720481e-07;-1.000000e+00;+4.419973e-01;+8.970164e-01;+6.472396e-07;+8.970164e-01;-4.419973e-01;-2.069324e-07
+1.919000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.396245e-01;+5.181599e-01;+1.629144e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.386391e-01;-8.555876e-02;+9.866402e-01;-1.311664e+00;-1.319156e+00;+1.012118e+00;-7.728657e-01;+4.769608e-01;+4.185535e-01;-5.251761e-01;-8.509936e-01;+2.759878e-22;+3.561864e-01;-2.198143e-01;+9.081921e-01;-1.188129e+00;-1.395392e+00;+1.088446e+00;-7.728657e-01;+4.769608e-01;+4.185535e-01;+4.329001e-01;+8.785626e-01;-2.018052e-01;-4.639786e-01;+2.522357e-02;-8.854872e-01;-7.370062e-01;-1.673928e+00;+8.435672e-01;-8.970182e-01;+4.419936e-01;-1.005025e-06;+4.329001e-01;+8.785626e-01;-2.018052e-01;-8.919573e-02;-1.810234e-01;-9.794257e-01;-6.473124e-01;-1.718144e+00;+8.435302e-01;+1.210161e-06;-1.411603e-06;-1.000000e+00;+4.419967e-01;+8.970167e-01;-7.313439e-07;+8.970167e-01;-4.419967e-01;+1.709459e-06
+1.920000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.395818e-01;+5.181336e-01;+1.632175e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.388970e-01;-8.571792e-02;+9.865901e-01;-1.311511e+00;-1.319250e+00;+1.012088e+00;-7.724879e-01;+4.767277e-01;+4.195155e-01;-5.251761e-01;-8.509936e-01;+2.765012e-22;+3.570050e-01;-2.203195e-01;+9.077482e-01;-1.187908e+00;-1.395529e+00;+1.088263e+00;-7.724879e-01;+4.767277e-01;+4.195155e-01;+4.329494e-01;+8.786619e-01;-2.012663e-01;-4.645615e-01;+2.615318e-02;-8.851546e-01;-7.370062e-01;-1.673928e+00;+8.428223e-01;-8.970179e-01;+4.419941e-01;+4.107269e-07;+4.329494e-01;+8.786619e-01;-2.012663e-01;-8.895888e-02;-1.805393e-01;-9.795366e-01;-6.473124e-01;-1.718144e+00;+8.427851e-01;+1.252144e-07;-4.061238e-07;-1.000000e+00;+4.419972e-01;+8.970164e-01;-3.089553e-07;+8.970164e-01;-4.419972e-01;+2.918250e-07
+1.921000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.395333e-01;+5.181036e-01;+1.635619e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.391901e-01;-8.589878e-02;+9.865331e-01;-1.311339e+00;-1.319356e+00;+1.012055e+00;-7.720586e-01;+4.764628e-01;+4.206052e-01;-5.251761e-01;-8.509936e-01;+2.770846e-22;+3.579323e-01;-2.208918e-01;+9.072438e-01;-1.187658e+00;-1.395683e+00;+1.088055e+00;-7.720586e-01;+4.764628e-01;+4.206052e-01;+4.330045e-01;+8.787737e-01;-2.006588e-01;-4.652232e-01;+2.720356e-02;-8.847753e-01;-7.370065e-01;-1.673927e+00;+8.419779e-01;-8.970181e-01;+4.419938e-01;-1.441750e-06;+4.330045e-01;+8.787737e-01;-2.006588e-01;-8.868868e-02;-1.799952e-01;-9.796612e-01;-6.473127e-01;-1.718143e+00;+8.419410e-01;+2.032870e-06;-7.209625e-07;-1.000000e+00;+4.419969e-01;+8.970166e-01;+2.518071e-07;+8.970166e-01;-4.419969e-01;+2.142182e-06
+1.922000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.394786e-01;+5.180698e-01;+1.639493e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.395198e-01;-8.610223e-02;+9.864688e-01;-1.311144e+00;-1.319476e+00;+1.012017e+00;-7.715769e-01;+4.761655e-01;+4.218240e-01;-5.251761e-01;-8.509936e-01;+2.777408e-22;+3.589695e-01;-2.215319e-01;+9.066777e-01;-1.187376e+00;-1.395857e+00;+1.087821e+00;-7.715769e-01;+4.761655e-01;+4.218240e-01;+4.330655e-01;+8.788978e-01;-1.999826e-01;-4.659650e-01;+2.837546e-02;-8.843480e-01;-7.370069e-01;-1.673927e+00;+8.410330e-01;-8.970180e-01;+4.419940e-01;+2.627259e-07;+4.330655e-01;+8.788978e-01;-1.999826e-01;-8.839135e-02;-1.793879e-01;-9.797994e-01;-6.473131e-01;-1.718142e+00;+8.409958e-01;+6.977626e-08;-8.433417e-07;-1.000000e+00;+4.419971e-01;+8.970165e-01;-7.256505e-07;+8.970165e-01;-4.419971e-01;+4.353451e-07
+1.923000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.394174e-01;+5.180321e-01;+1.643814e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.398875e-01;-8.632918e-02;+9.863969e-01;-1.310927e+00;-1.319610e+00;+1.011974e+00;-7.710423e-01;+4.758355e-01;+4.231718e-01;-5.251761e-01;-8.509936e-01;+2.784729e-22;+3.601165e-01;-2.222397e-01;+9.060495e-01;-1.187064e+00;-1.396050e+00;+1.087562e+00;-7.710423e-01;+4.758355e-01;+4.231718e-01;+4.331319e-01;+8.790338e-01;-1.992394e-01;-4.667875e-01;+2.966727e-02;-8.838718e-01;-7.370068e-01;-1.673926e+00;+8.399873e-01;-8.970182e-01;+4.419936e-01;+4.989874e-07;+4.331319e-01;+8.790338e-01;-1.992394e-01;-8.806296e-02;-1.787211e-01;-9.799509e-01;-6.473130e-01;-1.718142e+00;+8.399502e-01;+3.137482e-07;+1.921919e-07;-1.000000e+00;+4.419967e-01;+8.970167e-01;+3.110750e-07;+8.970167e-01;-4.419967e-01;+1.964892e-07
+1.924000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.393499e-01;+5.179904e-01;+1.648565e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.402918e-01;-8.657871e-02;+9.863176e-01;-1.310688e+00;-1.319757e+00;+1.011927e+00;-7.704555e-01;+4.754734e-01;+4.246451e-01;-5.251761e-01;-8.509936e-01;+2.792778e-22;+3.613702e-01;-2.230135e-01;+9.053599e-01;-1.186720e+00;-1.396262e+00;+1.087279e+00;-7.704555e-01;+4.754734e-01;+4.246451e-01;+4.332049e-01;+8.791810e-01;-1.984295e-01;-4.676878e-01;+3.107727e-02;-8.833472e-01;-7.370069e-01;-1.673926e+00;+8.388436e-01;-8.970181e-01;+4.419937e-01;-8.373548e-07;+4.332049e-01;+8.791810e-01;-1.984295e-01;-8.770384e-02;-1.779952e-01;-9.801152e-01;-6.473131e-01;-1.718141e+00;+8.388065e-01;+1.116581e-06;-1.195513e-06;-1.000000e+00;+4.419968e-01;+8.970166e-01;-5.788699e-07;+8.970166e-01;-4.419968e-01;+1.530004e-06
+1.925000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.392758e-01;+5.179447e-01;+1.653764e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.407342e-01;-8.685173e-02;+9.862305e-01;-1.310427e+00;-1.319918e+00;+1.011876e+00;-7.698147e-01;+4.750780e-01;+4.262467e-01;-5.251761e-01;-8.509936e-01;+2.801585e-22;+3.627332e-01;-2.238546e-01;+9.046070e-01;-1.186346e+00;-1.396493e+00;+1.086970e+00;-7.698147e-01;+4.750780e-01;+4.262467e-01;+4.332834e-01;+8.793394e-01;-1.975542e-01;-4.686692e-01;+3.260547e-02;-8.827718e-01;-7.370073e-01;-1.673925e+00;+8.375992e-01;-8.970179e-01;+4.419942e-01;-1.740352e-07;+4.332834e-01;+8.793394e-01;-1.975542e-01;-8.731768e-02;-1.772098e-01;-9.802920e-01;-6.473135e-01;-1.718141e+00;+8.375621e-01;+9.818482e-07;+3.869780e-08;-1.000000e+00;+4.419973e-01;+8.970164e-01;+4.686868e-07;+8.970164e-01;-4.419973e-01;+8.636296e-07
+1.926000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.391949e-01;+5.178948e-01;+1.659427e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.412161e-01;-8.714912e-02;+9.861354e-01;-1.310143e+00;-1.320094e+00;+1.011820e+00;-7.691194e-01;+4.746489e-01;+4.279763e-01;-5.251761e-01;-8.509936e-01;+2.811178e-22;+3.642051e-01;-2.247629e-01;+9.037900e-01;-1.185940e+00;-1.396744e+00;+1.086634e+00;-7.691194e-01;+4.746489e-01;+4.279763e-01;+4.333663e-01;+8.795086e-01;-1.966168e-01;-4.697328e-01;+3.424869e-02;-8.821440e-01;-7.370075e-01;-1.673925e+00;+8.362543e-01;-8.970181e-01;+4.419937e-01;-6.899833e-07;+4.333663e-01;+8.795086e-01;-1.966168e-01;-8.690280e-02;-1.763692e-01;-9.804804e-01;-6.473137e-01;-1.718140e+00;+8.362171e-01;+1.310779e-06;-4.536575e-07;-1.000000e+00;+4.419968e-01;+8.970166e-01;+1.724217e-07;+8.970166e-01;-4.419968e-01;+1.376306e-06
+1.927000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.391070e-01;+5.178405e-01;+1.665554e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.417375e-01;-8.747089e-02;+9.860321e-01;-1.309836e+00;-1.320284e+00;+1.011759e+00;-7.683690e-01;+4.741858e-01;+4.298336e-01;-5.251761e-01;-8.509936e-01;+2.821557e-22;+3.657856e-01;-2.257383e-01;+9.029081e-01;-1.185502e+00;-1.397014e+00;+1.086273e+00;-7.683690e-01;+4.741858e-01;+4.298336e-01;+4.334549e-01;+8.796882e-01;-1.956159e-01;-4.708778e-01;+3.600834e-02;-8.814633e-01;-7.370081e-01;-1.673924e+00;+8.348088e-01;-8.970179e-01;+4.419942e-01;+8.266884e-07;+4.334549e-01;+8.796882e-01;-1.956159e-01;-8.646179e-02;-1.754706e-01;-9.806806e-01;-6.473143e-01;-1.718139e+00;+8.347715e-01;+6.229608e-07;+1.589753e-06;-1.000000e+00;+4.419972e-01;+8.970164e-01;+1.701381e-06;+8.970164e-01;-4.419972e-01;-1.438602e-07
+1.928000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.390120e-01;+5.177819e-01;+1.672144e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.422984e-01;-8.781703e-02;+9.859206e-01;-1.309505e+00;-1.320488e+00;+1.011693e+00;-7.675647e-01;+4.736894e-01;+4.318134e-01;-5.251761e-01;-8.509936e-01;+2.832723e-22;+3.674704e-01;-2.267781e-01;+9.019630e-01;-1.185032e+00;-1.397304e+00;+1.085887e+00;-7.675647e-01;+4.736894e-01;+4.318134e-01;+4.335483e-01;+8.798771e-01;-1.945565e-01;-4.721021e-01;+3.787726e-02;-8.807298e-01;-7.370087e-01;-1.673923e+00;+8.332664e-01;-8.970181e-01;+4.419938e-01;-2.161598e-06;+4.335483e-01;+8.798771e-01;-1.945565e-01;-8.599087e-02;-1.745217e-01;-9.808913e-01;-6.473148e-01;-1.718138e+00;+8.332294e-01;+2.413072e-06;-1.529791e-06;-1.000000e+00;+4.419969e-01;+8.970166e-01;-3.056779e-07;+8.970166e-01;-4.419969e-01;+2.840729e-06
+1.929000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.389093e-01;+5.177185e-01;+1.679251e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.429032e-01;-8.819024e-02;+9.857998e-01;-1.309148e+00;-1.320708e+00;+1.011622e+00;-7.667025e-01;+4.731573e-01;+4.339233e-01;-5.251761e-01;-8.509936e-01;+2.844761e-22;+3.692659e-01;-2.278861e-01;+9.009498e-01;-1.184528e+00;-1.397615e+00;+1.085473e+00;-7.667025e-01;+4.731573e-01;+4.339233e-01;+4.336462e-01;+8.800757e-01;-1.934366e-01;-4.734113e-01;+3.986088e-02;-8.799391e-01;-7.370086e-01;-1.673922e+00;+8.316208e-01;-8.970178e-01;+4.419944e-01;+5.289903e-07;+4.336462e-01;+8.800757e-01;-1.934366e-01;-8.549834e-02;-1.735158e-01;-9.811128e-01;-6.473148e-01;-1.718138e+00;+8.315835e-01;+7.582568e-08;-1.769555e-07;-1.000000e+00;+4.419974e-01;+8.970163e-01;-1.252172e-07;+8.970163e-01;-4.419974e-01;+1.462307e-07
+1.930000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.387990e-01;+5.176505e-01;+1.686838e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.435488e-01;-8.858869e-02;+9.856702e-01;-1.308767e+00;-1.320943e+00;+1.011545e+00;-7.657837e-01;+4.725903e-01;+4.361580e-01;-5.251761e-01;-8.509936e-01;+2.857614e-22;+3.711676e-01;-2.290597e-01;+8.998701e-01;-1.183991e+00;-1.397946e+00;+1.085033e+00;-7.657837e-01;+4.725903e-01;+4.361580e-01;+4.337478e-01;+8.802832e-01;-1.922613e-01;-4.748033e-01;+4.195202e-02;-8.790915e-01;-7.370094e-01;-1.673921e+00;+8.298761e-01;-8.970181e-01;+4.419939e-01;+6.413989e-07;+4.337478e-01;+8.802832e-01;-1.922613e-01;-8.497887e-02;-1.724616e-01;-9.813438e-01;-6.473155e-01;-1.718137e+00;+8.298387e-01;+1.885261e-07;+3.153677e-07;-1.000000e+00;+4.419969e-01;+8.970166e-01;+3.662181e-07;+8.970166e-01;-4.419969e-01;+2.971950e-08
+1.931000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-8.386807e-01;+5.175775e-01;+1.694940e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+1.442383e-01;-8.901420e-02;+9.855312e-01;-1.308360e+00;-1.321194e+00;+1.011463e+00;-7.648074e-01;+4.719878e-01;+4.385170e-01;-5.251761e-01;-8.509936e-01;+2.871340e-22;+3.731752e-01;-2.302987e-01;+8.987229e-01;-1.183421e+00;-1.398298e+00;+1.084566e+00;-7.648074e-01;+4.719878e-01;+4.385170e-01;+4.338545e-01;+8.804988e-01;-1.910292e-01;-4.762772e-01;+4.415203e-02;-8.781860e-01;-7.370099e-01;-1.673920e+00;+8.280319e-01;-8.970180e-01;+4.419940e-01;-3.323199e-07;+4.338545e-01;+8.804988e-01;-1.910292e-01;-8.443348e-02;-1.713568e-01;-9.815844e-01;-6.473160e-01;-1.718136e+00;+8.279947e-01;+1.253700e-06;+2.838288e-07;-1.000000e+00;+4.419971e-01;+8.970165e-01;+8.087307e-07;+8.970165e-01;-4.419971e-01;+9.991377e-07
