[Block Diagram].[time];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zz]
+1.379000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.761497e-01;-1.294895e-01;+4.643212e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.593317e-01;+6.788637e-02;+8.856669e-01;-1.101716e+00;-1.127916e+00;+9.525436e-01;-9.869376e-01;-1.458632e-01;+6.839663e-02;+1.462056e-01;-9.892542e-01;+7.865907e-22;+6.766165e-02;+9.999971e-03;+9.976582e-01;-9.943296e-01;-1.112044e+00;+1.075487e+00;-9.869376e-01;-1.458632e-01;+6.839663e-02;+5.292818e-02;+1.074135e-01;+9.928046e-01;-1.521604e-01;+9.834563e-01;-9.829012e-02;-4.180313e-01;-1.026368e+00;+1.035492e+00;-8.970181e-01;+4.419938e-01;+1.452577e-06;+5.292818e-02;+1.074135e-01;+9.928046e-01;+4.388133e-01;+8.905638e-01;-1.197458e-01;-3.283125e-01;-1.070533e+00;+1.035477e+00;-4.641318e-06;+1.707655e-06;-1.000000e+00;+4.419942e-01;+8.970179e-01;-5.196383e-07;+8.970179e-01;-4.419942e-01;-4.918119e-06
+1.380000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.766918e-01;-1.295696e-01;+4.632744e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.582961e-01;+6.773332e-02;+8.862149e-01;-1.102327e+00;-1.128006e+00;+9.528669e-01;-9.863876e-01;-1.457819e-01;+7.607340e-02;+1.462056e-01;-9.892542e-01;+7.848173e-22;+7.525594e-02;+1.112236e-02;+9.971022e-01;-9.940077e-01;-1.111997e+00;+1.074971e+00;-9.863876e-01;-1.457819e-01;+7.607340e-02;+5.880111e-02;+1.193326e-01;+9.911116e-01;-1.535642e-01;+9.820933e-01;-1.091361e-01;-4.180313e-01;-1.026369e+00;+1.030487e+00;-8.970178e-01;+4.419944e-01;+1.288835e-06;+5.880111e-02;+1.193326e-01;+9.911116e-01;+4.380656e-01;+8.890448e-01;-1.330333e-01;-3.283126e-01;-1.070534e+00;+1.030472e+00;-4.326973e-06;+1.961779e-06;-1.000000e+00;+4.419949e-01;+8.970176e-01;-1.527493e-07;+8.970176e-01;-4.419949e-01;-4.748467e-06
+1.381000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.771944e-01;-1.296439e-01;+4.623012e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.573334e-01;+6.759103e-02;+8.867230e-01;-1.102895e+00;-1.128090e+00;+9.531667e-01;-9.857826e-01;-1.456925e-01;+8.370393e-02;+1.462056e-01;-9.892542e-01;+7.831687e-22;+8.280447e-02;+1.223798e-02;+9.964907e-01;-9.936542e-01;-1.111944e+00;+1.074429e+00;-9.857826e-01;-1.456925e-01;+8.370393e-02;+6.461732e-02;+1.311390e-01;+9.892559e-01;-1.551040e-01;+9.805999e-01;-1.198603e-01;-4.180319e-01;-1.026370e+00;+1.025484e+00;-8.970185e-01;+4.419930e-01;+4.216046e-07;+6.461732e-02;+1.311390e-01;+9.892559e-01;+4.372441e-01;+8.873808e-01;-1.461945e-01;-3.283132e-01;-1.070535e+00;+1.025468e+00;-3.139412e-06;+2.395169e-06;-1.000000e+00;+4.419935e-01;+8.970183e-01;+7.609109e-07;+8.970183e-01;-4.419935e-01;-3.874759e-06
+1.382000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.776577e-01;-1.297123e-01;+4.614018e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.564437e-01;+6.745953e-02;+8.871913e-01;-1.103420e+00;-1.128168e+00;+9.534430e-01;-9.851233e-01;-1.455951e-01;+9.129132e-02;+1.462056e-01;-9.892542e-01;+7.816450e-22;+9.031032e-02;+1.334730e-02;+9.958242e-01;-9.932687e-01;-1.111887e+00;+1.073861e+00;-9.851233e-01;-1.455951e-01;+9.129132e-02;+7.037826e-02;+1.428300e-01;+9.872419e-01;-1.567767e-01;+9.789799e-01;-1.304584e-01;-4.180322e-01;-1.026370e+00;+1.020479e+00;-8.970180e-01;+4.419941e-01;+5.436916e-07;+7.037826e-02;+1.428300e-01;+9.872419e-01;+4.363550e-01;+8.855737e-01;-1.592279e-01;-3.283137e-01;-1.070536e+00;+1.020462e+00;-3.434728e-06;+2.056142e-06;-1.000000e+00;+4.419946e-01;+8.970177e-01;+3.262641e-07;+8.970177e-01;-4.419946e-01;-3.989816e-06
+1.383000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.780828e-01;-1.297752e-01;+4.605747e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.556255e-01;+6.733861e-02;+8.876209e-01;-1.103903e+00;-1.128239e+00;+9.536965e-01;-9.844108e-01;-1.454898e-01;+9.883346e-02;+1.462056e-01;-9.892542e-01;+7.802439e-22;+9.777142e-02;+1.445001e-02;+9.951040e-01;-9.928520e-01;-1.111826e+00;+1.073267e+00;-9.844108e-01;-1.454898e-01;+9.883346e-02;+7.608007e-02;+1.544043e-01;+9.850742e-01;-1.585785e-01;+9.772369e-01;-1.409284e-01;-4.180326e-01;-1.026371e+00;+1.015476e+00;-8.970179e-01;+4.419943e-01;-6.301874e-07;+7.608007e-02;+1.544043e-01;+9.850742e-01;+4.353973e-01;+8.836291e-01;-1.721303e-01;-3.283142e-01;-1.070537e+00;+1.015459e+00;-1.784269e-06;+2.732723e-06;-1.000000e+00;+4.419948e-01;+8.970176e-01;+1.662662e-06;+8.970176e-01;-4.419948e-01;-2.808370e-06
+1.384000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.784705e-01;-1.298325e-01;+4.598186e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.548775e-01;+6.722806e-02;+8.880129e-01;-1.104344e+00;-1.128304e+00;+9.539277e-01;-9.836455e-01;-1.453767e-01;+1.063352e-01;+1.462056e-01;-9.892542e-01;+7.789629e-22;+1.051926e-01;+1.554681e-02;+9.943303e-01;-9.924045e-01;-1.111760e+00;+1.072648e+00;-9.836455e-01;-1.453767e-01;+1.063352e-01;+8.172587e-02;+1.658614e-01;+9.827568e-01;-1.605068e-01;+9.753746e-01;-1.512678e-01;-4.180330e-01;-1.026372e+00;+1.010471e+00;-8.970183e-01;+4.419933e-01;-1.686993e-08;+8.172587e-02;+1.658614e-01;+9.827568e-01;+4.343719e-01;+8.815508e-01;-1.849030e-01;-3.283146e-01;-1.070538e+00;+1.010453e+00;-2.880137e-06;+1.877998e-06;-1.000000e+00;+4.419939e-01;+8.970180e-01;+4.115950e-07;+8.970180e-01;-4.419939e-01;-3.413598e-06
+1.385000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.788211e-01;-1.298843e-01;+4.591334e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.541996e-01;+6.712788e-02;+8.883673e-01;-1.104744e+00;-1.128363e+00;+9.541369e-01;-9.828283e-01;-1.452559e-01;+1.137945e-01;+1.462056e-01;-9.892542e-01;+7.778022e-22;+1.125717e-01;+1.663740e-02;+9.935043e-01;-9.919261e-01;-1.111689e+00;+1.072005e+00;-9.828283e-01;-1.452559e-01;+1.137945e-01;+8.731234e-02;+1.771984e-01;+9.802945e-01;-1.625578e-01;+9.733969e-01;-1.614729e-01;-4.180329e-01;-1.026373e+00;+1.005466e+00;-8.970180e-01;+4.419941e-01;+1.074907e-07;+8.731234e-02;+1.771984e-01;+9.802945e-01;+4.332844e-01;+8.793418e-01;-1.975416e-01;-3.283147e-01;-1.070539e+00;+1.005448e+00;-2.687863e-06;+2.530129e-06;-1.000000e+00;+4.419947e-01;+8.970177e-01;+1.081550e-06;+8.970177e-01;-4.419947e-01;-3.529364e-06
+1.386000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.791364e-01;-1.299309e-01;+4.585162e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.535891e-01;+6.703764e-02;+8.886861e-01;-1.105104e+00;-1.128416e+00;+9.543249e-01;-9.819600e-01;-1.451276e-01;+1.212128e-01;+1.462056e-01;-9.892542e-01;+7.767566e-22;+1.199102e-01;+1.772199e-02;+9.926265e-01;-9.914185e-01;-1.111614e+00;+1.071338e+00;-9.819600e-01;-1.451276e-01;+1.212128e-01;+9.283938e-02;+1.884145e-01;+9.776916e-01;-1.647283e-01;+9.713073e-01;-1.715420e-01;-4.180335e-01;-1.026374e+00;+1.000461e+00;-8.970184e-01;+4.419932e-01;+7.304022e-07;+9.283938e-02;+1.884145e-01;+9.776916e-01;+4.321328e-01;+8.770074e-01;-2.100457e-01;-3.283153e-01;-1.070540e+00;+1.000443e+00;-3.931930e-06;+1.394087e-06;-1.000000e+00;+4.419938e-01;+8.970181e-01;-4.873676e-07;+8.970181e-01;-4.419938e-01;-4.143190e-06
+1.387000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.794165e-01;-1.299723e-01;+4.579670e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.530458e-01;+6.695735e-02;+8.889692e-01;-1.105425e+00;-1.128464e+00;+9.544920e-01;-9.810413e-01;-1.449918e-01;+1.285896e-01;+1.462056e-01;-9.892542e-01;+7.758263e-22;+1.272078e-01;+1.880053e-02;+9.916979e-01;-9.908815e-01;-1.111535e+00;+1.070647e+00;-9.810413e-01;-1.449918e-01;+1.285896e-01;+9.830535e-02;+1.995089e-01;+9.749524e-01;-1.670149e-01;+9.691097e-01;-1.814731e-01;-4.180342e-01;-1.026375e+00;+9.954578e-01;-8.970184e-01;+4.419932e-01;+1.133633e-07;+9.830535e-02;+1.995089e-01;+9.749524e-01;+4.309223e-01;+8.745503e-01;-2.224135e-01;-3.283161e-01;-1.070541e+00;+9.954388e-01;-2.603797e-06;+2.671840e-06;-1.000000e+00;+4.419939e-01;+8.970181e-01;+1.245826e-06;+8.970181e-01;-4.419939e-01;-3.516589e-06
+1.388000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.796615e-01;-1.300085e-01;+4.574860e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.525699e-01;+6.688702e-02;+8.892168e-01;-1.105706e+00;-1.128505e+00;+9.546381e-01;-9.800726e-01;-1.448486e-01;+1.359283e-01;+1.462056e-01;-9.892542e-01;+7.750114e-22;+1.344676e-01;+1.987347e-02;+9.907187e-01;-9.903147e-01;-1.111451e+00;+1.069933e+00;-9.800726e-01;-1.448486e-01;+1.359283e-01;+1.037120e-01;+2.104814e-01;+9.720810e-01;-1.694150e-01;+9.668074e-01;-1.912645e-01;-4.180343e-01;-1.026376e+00;+9.904528e-01;-8.970181e-01;+4.419938e-01;+1.245748e-07;+1.037120e-01;+2.104814e-01;+9.720810e-01;+4.296537e-01;+8.719742e-01;-2.346457e-01;-3.283163e-01;-1.070543e+00;+9.904333e-01;-3.443352e-06;+9.706675e-07;-1.000000e+00;+4.419945e-01;+8.970177e-01;-6.512368e-07;+8.970177e-01;-4.419945e-01;-3.517778e-06
+1.389000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.798731e-01;-1.300398e-01;+4.570700e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.521584e-01;+6.682620e-02;+8.894307e-01;-1.105948e+00;-1.128541e+00;+9.547643e-01;-9.790549e-01;-1.446982e-01;+1.432266e-01;+1.462056e-01;-9.892542e-01;+7.743067e-22;+1.416875e-01;+2.094054e-02;+9.896899e-01;-9.897200e-01;-1.111363e+00;+1.069196e+00;-9.790549e-01;-1.446982e-01;+1.432266e-01;+1.090566e-01;+2.213291e-01;+9.690821e-01;-1.719247e-01;+9.644044e-01;-2.009130e-01;-4.180352e-01;-1.026377e+00;+9.854490e-01;-8.970184e-01;+4.419932e-01;-1.747882e-07;+1.090566e-01;+2.213291e-01;+9.690821e-01;+4.283278e-01;+8.692844e-01;-2.467386e-01;-3.283173e-01;-1.070544e+00;+9.854291e-01;-2.879287e-06;+1.414440e-06;-1.000000e+00;+4.419940e-01;+8.970180e-01;-3.849331e-09;+8.970180e-01;-4.419940e-01;-3.207946e-06
+1.390000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.800506e-01;-1.300660e-01;+4.567207e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.518129e-01;+6.677513e-02;+8.896102e-01;-1.106152e+00;-1.128571e+00;+9.548701e-01;-9.779887e-01;-1.445406e-01;+1.504861e-01;+1.462056e-01;-9.892542e-01;+7.737149e-22;+1.488690e-01;+2.200192e-02;+9.886121e-01;-9.890962e-01;-1.111271e+00;+1.068437e+00;-9.779887e-01;-1.445406e-01;+1.504861e-01;+1.143397e-01;+2.320501e-01;+9.659602e-01;-1.745408e-01;+9.619048e-01;-2.104156e-01;-4.180354e-01;-1.026378e+00;+9.804452e-01;-8.970178e-01;+4.419943e-01;-3.939273e-08;+1.143397e-01;+2.320501e-01;+9.659602e-01;+4.269490e-01;+8.664836e-01;-2.586906e-01;-3.283177e-01;-1.070545e+00;+9.804249e-01;-2.823647e-06;+1.809033e-06;-1.000000e+00;+4.419951e-01;+8.970174e-01;+3.746958e-07;+8.970174e-01;-4.419951e-01;-3.332445e-06
+1.391000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.801957e-01;-1.300874e-01;+4.564350e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.515302e-01;+6.673335e-02;+8.897568e-01;-1.106319e+00;-1.128596e+00;+9.549566e-01;-9.768744e-01;-1.443760e-01;+1.577083e-01;+1.462056e-01;-9.892542e-01;+7.732309e-22;+1.560136e-01;+2.305783e-02;+9.874858e-01;-9.884449e-01;-1.111175e+00;+1.067655e+00;-9.768744e-01;-1.443760e-01;+1.577083e-01;+1.195612e-01;+2.426473e-01;+9.627188e-01;-1.772609e-01;+9.593111e-01;-2.197742e-01;-4.180362e-01;-1.026379e+00;+9.754414e-01;-8.970184e-01;+4.419932e-01;+1.410055e-07;+1.195612e-01;+2.426473e-01;+9.627188e-01;+4.255151e-01;+8.635765e-01;-2.705043e-01;-3.283185e-01;-1.070547e+00;+9.754206e-01;-2.974978e-06;+1.884458e-06;-1.000000e+00;+4.419940e-01;+8.970180e-01;+3.754698e-07;+8.970180e-01;-4.419940e-01;-3.501528e-06
+1.392000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.803083e-01;-1.301041e-01;+4.562129e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.513105e-01;+6.670088e-02;+8.898707e-01;-1.106449e+00;-1.128615e+00;+9.550238e-01;-9.757128e-01;-1.442043e-01;+1.648927e-01;+1.462056e-01;-9.892542e-01;+7.728547e-22;+1.631208e-01;+2.410824e-02;+9.863115e-01;-9.877661e-01;-1.111074e+00;+1.066852e+00;-9.757128e-01;-1.442043e-01;+1.648927e-01;+1.247201e-01;+2.531186e-01;+9.593622e-01;-1.800815e-01;+9.566275e-01;-2.289859e-01;-4.180371e-01;-1.026381e+00;+9.704378e-01;-8.970180e-01;+4.419940e-01;-7.279387e-07;+1.247201e-01;+2.531186e-01;+9.593622e-01;+4.240325e-01;+8.605651e-01;-2.821775e-01;-3.283197e-01;-1.070548e+00;+9.704167e-01;-2.398891e-06;+1.061142e-06;-1.000000e+00;+4.419949e-01;+8.970176e-01;-1.084345e-07;+8.970176e-01;-4.419949e-01;-2.620867e-06
+1.393000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.803886e-01;-1.301160e-01;+4.560545e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.511538e-01;+6.667772e-02;+8.899519e-01;-1.106541e+00;-1.128629e+00;+9.550717e-01;-9.745043e-01;-1.440257e-01;+1.720409e-01;+1.462056e-01;-9.892542e-01;+7.725863e-22;+1.701921e-01;+2.515334e-02;+9.850898e-01;-9.870594e-01;-1.110970e+00;+1.066027e+00;-9.745043e-01;-1.440257e-01;+1.720409e-01;+1.298172e-01;+2.634637e-01;+9.558945e-01;-1.829999e-01;+9.538572e-01;-2.380495e-01;-4.180378e-01;-1.026382e+00;+9.654337e-01;-8.970183e-01;+4.419933e-01;-8.825520e-07;+1.298172e-01;+2.634637e-01;+9.558945e-01;+4.224992e-01;+8.574548e-01;-2.937101e-01;-3.283204e-01;-1.070550e+00;+9.654122e-01;-2.255435e-06;+9.750900e-07;-1.000000e+00;+4.419942e-01;+8.970179e-01;-1.222159e-07;+8.970179e-01;-4.419942e-01;-2.454149e-06
+1.394000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.804375e-01;-1.301232e-01;+4.559581e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.510585e-01;+6.666364e-02;+8.900012e-01;-1.106597e+00;-1.128637e+00;+9.551009e-01;-9.732494e-01;-1.438402e-01;+1.791525e-01;+1.462056e-01;-9.892542e-01;+7.724231e-22;+1.772274e-01;+2.619310e-02;+9.838213e-01;-9.863258e-01;-1.110861e+00;+1.065181e+00;-9.732494e-01;-1.438402e-01;+1.791525e-01;+1.348516e-01;+2.736807e-01;+9.523203e-01;-1.860125e-01;+9.510041e-01;-2.469625e-01;-4.180385e-01;-1.026383e+00;+9.604298e-01;-8.970180e-01;+4.419939e-01;-9.047612e-07;+1.348516e-01;+2.736807e-01;+9.523203e-01;+4.209200e-01;+8.542483e-01;-3.051001e-01;-3.283213e-01;-1.070551e+00;+9.604078e-01;-2.087368e-06;+1.237703e-06;-1.000000e+00;+4.419949e-01;+8.970176e-01;+1.876351e-07;+8.970176e-01;-4.419949e-01;-2.419464e-06
+1.395000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.892542e-01;-1.462056e-01;+0.000000e+00;+1.462056e-01;-9.892542e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.359563e+00;-1.257001e+00;+4.300000e-01;-8.804548e-01;-1.301257e-01;+4.559240e-01;+1.462056e-01;-9.892542e-01;+0.000000e+00;+4.510247e-01;+6.665865e-02;+8.900187e-01;-1.106617e+00;-1.128640e+00;+9.551112e-01;-9.719486e-01;-1.436479e-01;+1.862291e-01;+1.462056e-01;-9.892542e-01;+7.723653e-22;+1.842279e-01;+2.722774e-02;+9.825063e-01;-9.855651e-01;-1.110749e+00;+1.064313e+00;-9.719486e-01;-1.436479e-01;+1.862291e-01;+1.398244e-01;+2.837694e-01;+9.486433e-01;-1.891168e-01;+9.480718e-01;-2.557238e-01;-4.180390e-01;-1.026385e+00;+9.554250e-01;-8.970181e-01;+4.419939e-01;+6.598991e-07;+1.398244e-01;+2.837694e-01;+9.486433e-01;+4.192943e-01;+8.509503e-01;-3.163478e-01;-3.283219e-01;-1.070553e+00;+9.554025e-01;-3.564803e-06;+1.750242e-06;-1.000000e+00;+4.419948e-01;+8.970176e-01;-5.626510e-09;+8.970176e-01;-4.419948e-01;-3.971289e-06
